deviceid,newsid,guid,pos,app_version,device_vendor,netmodel,osversion,lng,lat,device_version,lng_lat,deviceid_newsid_mode,deviceid_pos_mode,deviceid_app_version_mode,deviceid_device_vendor_mode,deviceid_netmodel_mode,deviceid_osversion_mode,deviceid_lng_mode,deviceid_lat_mode,deviceid_device_version_mode,deviceid_lng_lat_mode,app_version_count,app_version_deviceid_count_ratio,day_minute,day_second,device_vendor_count,device_vendor_deviceid_count_ratio,device_version_count,device_version_deviceid_count_ratio,deviceid_app_version_count,deviceid_app_version_count_ratio,deviceid_app_version_ent,deviceid_app_version_mode_count,deviceid_app_version_nunique,deviceid_app_version_nunique_ratio_deviceid_count,deviceid_before_count,deviceid_count,deviceid_day_count,deviceid_day_hour_count,deviceid_device_vendor_count,deviceid_device_vendor_count_ratio,deviceid_device_vendor_ent,deviceid_device_vendor_mode_count,deviceid_device_vendor_nunique,deviceid_device_vendor_nunique_ratio_deviceid_count,deviceid_device_version_count,deviceid_device_version_count_ratio,deviceid_device_version_ent,deviceid_device_version_mode_count,deviceid_device_version_nunique,deviceid_device_version_nunique_ratio_deviceid_count,deviceid_first_exposure_ts_gap,deviceid_hour_count,deviceid_last_exposure_ts_gap,deviceid_lat_count,deviceid_lat_count_ratio,deviceid_lat_ent,deviceid_lat_mode_count,deviceid_lat_nunique,deviceid_lat_nunique_ratio_deviceid_count,deviceid_lng_count,deviceid_lng_count_ratio,deviceid_lng_ent,deviceid_lng_lat_count,deviceid_lng_lat_count_ratio,deviceid_lng_lat_ent,deviceid_lng_lat_mode_count,deviceid_lng_lat_nunique,deviceid_lng_lat_nunique_ratio_deviceid_count,deviceid_lng_mode_count,deviceid_lng_nunique,deviceid_lng_nunique_ratio_deviceid_count,deviceid_netmodel_count,deviceid_netmodel_count_ratio,deviceid_netmodel_ent,deviceid_netmodel_mode_count,deviceid_netmodel_nunique,deviceid_netmodel_nunique_ratio_deviceid_count,deviceid_newsid_count,deviceid_newsid_count_ratio,deviceid_newsid_ent,deviceid_newsid_mode_count,deviceid_newsid_nunique,deviceid_newsid_nunique_ratio_deviceid_count,deviceid_next10_exposure_ts_gap,deviceid_next1_exposure_ts_gap,deviceid_next20_exposure_ts_gap,deviceid_next2_exposure_ts_gap,deviceid_next30_exposure_ts_gap,deviceid_next3_exposure_ts_gap,deviceid_next50_exposure_ts_gap,deviceid_next5_exposure_ts_gap,deviceid_next8_exposure_ts_gap,deviceid_next_exposure_ts_gap_mean,deviceid_next_total_hour_count,deviceid_osversion_count,deviceid_osversion_count_ratio,deviceid_osversion_ent,deviceid_osversion_mode_count,deviceid_osversion_nunique,deviceid_osversion_nunique_ratio_deviceid_count,deviceid_pos_count,deviceid_pos_count_ratio,deviceid_pos_ent,deviceid_pos_mode_count,deviceid_pos_nunique,deviceid_pos_nunique_ratio_deviceid_count,deviceid_prev10_exposure_ts_gap,deviceid_prev1_exposure_ts_gap,deviceid_prev20_exposure_ts_gap,deviceid_prev2_exposure_ts_gap,deviceid_prev30_exposure_ts_gap,deviceid_prev3_exposure_ts_gap,deviceid_prev50_exposure_ts_gap,deviceid_prev5_exposure_ts_gap,deviceid_prev8_exposure_ts_gap,deviceid_prev_day_click_count,deviceid_prev_day_count,deviceid_prev_day_ctr,deviceid_prev_day_exposure_click_gap_iqr,deviceid_prev_day_exposure_click_gap_kurt,deviceid_prev_day_exposure_click_gap_max,deviceid_prev_day_exposure_click_gap_mean,deviceid_prev_day_exposure_click_gap_mean_ratio_iqr,deviceid_prev_day_exposure_click_gap_mean_ratio_ptp,deviceid_prev_day_exposure_click_gap_mean_ratio_std,deviceid_prev_day_exposure_click_gap_median,deviceid_prev_day_exposure_click_gap_min,deviceid_prev_day_exposure_click_gap_ptp,deviceid_prev_day_exposure_click_gap_q1,deviceid_prev_day_exposure_click_gap_q3,deviceid_prev_day_exposure_click_gap_skew,deviceid_prev_day_exposure_click_gap_std,deviceid_prev_exposure_ts_gap_mean,deviceid_prev_total_hour_click_count,deviceid_prev_total_hour_count,deviceid_prev_total_hour_ctr,guid_count,hour,hour_second,lat_count,lat_deviceid_count_ratio,lng_count,lng_deviceid_count_ratio,lng_lat_count,lng_lat_deviceid_count_ratio,minute,netmodel_count,netmodel_deviceid_count_ratio,newsid_count,newsid_deviceid_count_ratio,osversion_count,osversion_deviceid_count_ratio,pos_count,pos_deviceid_count_ratio,second,total_hour,label
582,4271,561,1,8,0,1,0,1163,1156,61,1188,1064,2,8,0,1,0,1164,1157,61,1189,75,1.0,1094,65677,3038,1.0,26,1.0,6,0.08,0.0,78,1,0.1666,0,6,2,2,6,0.001974,0,3038,1,0.1666,6,0.2307,0,26,1,0.1666,0,2,183877208,1,1.0,1.33,6,4,0.6665,1,1.0,1.33,1,1.0,1.33,6,4,0.6665,6,4,0.6665,5,0.001345,0.4504,2817,2,0.3333,1,1.0,1.561,9,5,0.8335,,315.0,,81568730.0,,81627370.0,,183877220.0,,86768410.0,,6,0.0007114,0.0,8475,1,0.1666,1,0.0002444,1.012,9675,3,0.5,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,6,18,877,1,0.1666,1,0.1666,1,0.1666,14,3719,0.8335,1,0.1666,8431,1.0,4092,0.1666,37,42,0
582,1064,561,0,8,0,1,0,1164,1157,61,1189,1064,2,8,0,1,0,1164,1157,61,1189,75,1.0,1094,65677,3038,1.0,26,1.0,6,0.08,0.0,78,1,0.1666,1,6,2,2,6,0.001974,0,3038,1,0.1666,6,0.2307,0,26,1,0.1666,315,2,183876893,2,1.0,1.33,6,4,0.6665,2,1.0,1.33,2,1.0,1.33,6,4,0.6665,6,4,0.6665,5,0.001345,0.4504,2817,2,0.3333,2,0.3333,1.561,9,5,0.8335,,81568420.0,,81627060.0,,183876800.0,,,,115690760.0,,6,0.0007114,0.0,8475,1,0.1666,2,0.000373,1.012,9675,3,0.5,,315.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,315.0,0.0,0.0,0.0,6,18,877,2,0.3333,2,0.3333,2,0.3333,14,3719,0.8335,6,0.3333,8431,1.0,5364,0.3333,37,42,0
583,886,562,2,0,3,2,1,1165,1158,111,1190,886,2,0,3,2,1,2,2,111,2,14011,1.0,372,22336,4730,1.0,72,1.0,2,0.0001427,0.0,14085,1,0.5,1,2,1,1,2,0.0004227,0,4730,1,0.5,2,0.02777,0,72,1,0.5,99273701,1,0,1,1.0,0.6934,2674,2,1.0,1,1.0,0.6934,1,1.0,0.6934,2682,2,1.0,2679,2,1.0,2,0.0001295,0.0,16648,1,0.5,1,0.5,0.6934,2,2,1.0,,,,,,,,,,,,2,0.000201,0.0,9944,1,0.5,2,0.0003116,0.0,9675,1,0.5,,99273704.0,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,99273704.0,0.0,0.0,0.0,2,6,736,1,0.5,1,0.5,1,0.5,12,15452,1.0,2,0.5,9948,1.0,6420,1.0,16,30,0
586,4275,565,1,0,0,0,2,2,2,76,2,881,2,0,0,2,2,2,2,76,2,14011,1.0,1283,77035,3038,1.0,87,1.0,46,0.003283,0.0,14085,1,0.02174,13,46,7,3,46,0.015144,0,3038,1,0.02174,46,0.529,0,87,1,0.02174,105535883,3,180406646,16,0.005974,1.888,2674,10,0.2174,16,0.005974,2.281,16,0.005974,2.31,2682,16,0.348,2679,15,0.3262,5,0.006084,0.955,16648,3,0.06525,1,1.0,3.828,46,46,1.0,176091840.0,952.0,176210130.0,7239287.0,180337500.0,175979150.0,,176016430.0,176056020.0,133491416.0,,46,0.03012,0.0,1527,1,0.02174,9,0.0022,1.429,9675,6,0.1305,105225930.0,57166.0,,41533384.0,,41572740.0,,79343440.0,79394820.0,3.0,9.0,0.08136,17019.5,-1.5,37185.0,15777.0,0.9269955158233643,0.46349775791168213,0.846,7000.0,3146.0,34039.0,5073.0,22092.5,1.649,18639.748,57854580.0,0.0,0.0,0.0,46,21,1435,2678,0.348,2678,0.348,2678,0.348,23,822,0.1087,1,0.02174,1527,1.0,4092,0.1957,55,45,0
586,4276,565,5,0,0,2,2,2,2,76,2,881,2,0,0,2,2,2,2,76,2,14011,1.0,591,35502,3038,1.0,87,1.0,46,0.003283,0.0,14085,1,0.02174,11,46,7,2,46,0.015144,0,3038,1,0.02174,46,0.529,0,87,1,0.02174,64002501,2,221940028,16,0.005974,1.888,2674,10,0.2174,16,0.005974,2.281,16,0.005974,2.31,2682,16,0.348,2679,15,0.3262,23,0.001489,0.955,16648,3,0.06525,1,1.0,3.828,46,46,1.0,217589400.0,41476216.0,217734700.0,41533384.0,221855230.0,41534336.0,,217512530.0,217551070.0,152098350.0,,46,0.03012,0.0,1527,1,0.02174,4,0.002428,1.429,9675,6,0.1305,63980100.0,39357.0,,3498069.0,,37810056.0,,37810196.0,63692548.0,3.0,9.0,0.08136,17019.5,-1.5,37185.0,15777.0,0.9269955158233643,0.46349775791168213,0.846,7000.0,3146.0,34039.0,5073.0,22092.5,1.649,18639.748,34471720.0,0.0,1.0,0.0,46,9,3102,2678,0.348,2678,0.348,2678,0.348,51,15452,0.5,1,0.02174,1527,1.0,1647,0.087,42,33,0
586,4278,565,2,0,0,0,2,2,2,76,2,881,2,0,0,2,2,2,2,76,2,14011,1.0,1283,77036,3038,1.0,87,1.0,46,0.003283,0.0,14085,1,0.02174,14,46,7,3,46,0.015144,0,3038,1,0.02174,46,0.529,0,87,1,0.02174,105536835,3,180405694,16,0.005974,1.888,2674,10,0.2174,16,0.005974,2.281,16,0.005974,2.31,2682,16,0.348,2679,15,0.3262,5,0.006084,0.955,16648,3,0.06525,1,1.0,3.828,46,46,1.0,176107580.0,7238335.0,176259020.0,175978190.0,180366200.0,176001150.0,,176016740.0,176079280.0,155505810.0,,46,0.03012,0.0,1527,1,0.02174,21,0.003271,1.429,9675,6,0.1305,79536910.0,952.0,,58118.0,,41534336.0,,45032404.0,79344530.0,3.0,9.0,0.08136,17019.5,-1.5,37185.0,15777.0,0.9269955158233643,0.46349775791168213,0.846,7000.0,3146.0,34039.0,5073.0,22092.5,1.649,18639.748,40917876.0,0.0,0.0,0.0,46,21,1436,2678,0.348,2678,0.348,2678,0.348,23,822,0.1087,1,0.02174,1527,1.0,6420,0.4565,56,45,0
586,2763,565,5,0,0,2,2,2,2,76,2,881,2,0,0,2,2,2,2,76,2,14011,1.0,1404,84275,3038,1.0,87,1.0,46,0.003283,0.0,14085,1,0.02174,15,46,7,1,46,0.015144,0,3038,1,0.02174,46,0.529,0,87,1,0.02174,112775170,11,173167359,16,0.005974,1.888,2674,10,0.2174,16,0.005974,2.281,16,0.005974,2.31,2682,16,0.348,2679,15,0.3262,23,0.001489,0.955,16648,3,0.06525,1,0.3333,3.828,46,46,1.0,168869580.0,168739860.0,169046020.0,168762820.0,173167360.0,168777150.0,,168788620.0,168852560.0,169375500.0,,46,0.03012,0.0,1527,1,0.02174,4,0.002428,1.429,9675,6,0.1305,86634104.0,7238335.0,,7239287.0,,7296453.0,,48812024.0,86582860.0,3.0,9.0,0.08136,17019.5,-1.5,37185.0,15777.0,0.9269955158233643,0.46349775791168213,0.846,7000.0,3146.0,34039.0,5073.0,22092.5,1.649,18639.748,40633844.0,0.0,0.0,0.0,46,23,1475,2678,0.348,2678,0.348,2678,0.348,24,15452,0.5,3,0.02174,1527,1.0,1647,0.087,35,47,1
586,4280,565,6,0,0,2,2,2,2,76,2,881,2,0,0,2,2,2,2,76,2,14011,1.0,1282,76978,3038,1.0,87,1.0,46,0.003283,0.0,14085,1,0.02174,12,46,7,3,46,0.015144,0,3038,1,0.02174,46,0.529,0,87,1,0.02174,105478717,3,180463812,16,0.005974,1.888,2674,10,0.2174,16,0.005974,2.281,16,0.005974,2.31,2682,16,0.348,2679,15,0.3262,23,0.001489,0.955,16648,3,0.06525,1,1.0,3.828,46,46,1.0,176137390.0,57166.0,176265980.0,58118.0,180379020.0,7296453.0,,176059260.0,176085090.0,111542310.0,,46,0.03012,0.0,1527,1,0.02174,1,0.003124,1.429,9675,6,0.1305,105254344.0,41476216.0,,41515572.0,,44974284.0,,79286410.0,79478790.0,3.0,9.0,0.08136,17019.5,-1.5,37185.0,15777.0,0.9269955158233643,0.46349775791168213,0.846,7000.0,3146.0,34039.0,5073.0,22092.5,1.649,18639.748,65330936.0,0.0,0.0,0.0,46,21,1378,2678,0.348,2678,0.348,2678,0.348,22,15452,0.5,1,0.02174,1527,1.0,320,0.02174,58,45,0
586,4282,565,1,0,0,0,2,2,2,76,2,881,2,0,0,2,2,2,2,76,2,14011,1.0,533,32004,3038,1.0,87,1.0,46,0.003283,0.0,14085,1,0.02174,9,46,7,1,46,0.015144,0,3038,1,0.02174,46,0.529,0,87,1,0.02174,60504432,1,225438097,16,0.005974,1.888,2674,10,0.2174,16,0.005974,2.281,16,0.005974,2.31,2682,16,0.348,2679,15,0.3262,5,0.006084,0.955,16648,3,0.06525,1,1.0,3.828,46,46,1.0,221049150.0,3458712.0,221207550.0,3498069.0,221455470.0,44974284.0,,45032404.0,221033550.0,122713650.0,2.0,46,0.03012,0.0,1527,1,0.02174,9,0.0022,1.429,9675,6,0.1305,,34311984.0,,34312120.0,,34312130.0,,34504508.0,60482030.0,3.0,9.0,0.08136,17019.5,-1.5,37185.0,15777.0,0.9269955158233643,0.46349775791168213,0.846,7000.0,3146.0,34039.0,5073.0,22092.5,1.649,18639.748,39584556.0,0.0,0.0,0.0,46,8,3204,2678,0.348,2678,0.348,2678,0.348,53,822,0.1087,1,0.02174,1527,1.0,4092,0.1957,24,32,0
586,4284,565,2,0,0,2,2,2,2,76,2,881,2,0,0,2,2,2,2,76,2,14011,1.0,591,35463,3038,1.0,87,1.0,46,0.003283,0.0,14085,1,0.02174,10,46,7,2,46,0.015144,0,3038,1,0.02174,46,0.529,0,87,1,0.02174,63963144,2,221979385,16,0.005974,1.888,2674,10,0.2174,16,0.005974,2.281,16,0.005974,2.31,2682,16,0.348,2679,15,0.3262,23,0.001489,0.955,16648,3,0.06525,1,1.0,3.828,46,46,1.0,217600660.0,39357.0,217748900.0,41515572.0,218010640.0,41572740.0,,48812024.0,217589180.0,125361140.0,,46,0.03012,0.0,1527,1,0.02174,21,0.003271,1.429,9675,6,0.1305,63963144.0,3458712.0,,37770696.0,,37770830.0,,37822080.0,63738772.0,3.0,9.0,0.08136,17019.5,-1.5,37185.0,15777.0,0.9269955158233643,0.46349775791168213,0.846,7000.0,3146.0,34039.0,5073.0,22092.5,1.649,18639.748,40754040.0,0.0,1.0,0.0,46,9,3063,2678,0.348,2678,0.348,2678,0.348,51,15452,0.5,1,0.02174,1527,1.0,6420,0.4565,3,33,1
588,4285,567,2,0,0,1,0,2,2,61,2,4285,2,0,0,1,0,2,2,61,2,14011,1.0,767,46021,3038,1.0,26,1.0,4,0.0002854,0.0,14085,1,0.25,3,4,1,1,4,0.001317,0,3038,1,0.25,4,0.1538,0,26,1,0.25,94240992,1,0,4,0.001493,0.0,2674,1,0.25,4,0.001493,0.0,4,0.001493,0.0,2682,1,0.25,2679,1,0.25,2,0.000538,0.6934,2817,2,0.5,1,0.5,1.387,4,4,1.0,,,,,,,,,,,,4,0.0004745,0.0,8475,1,0.25,2,0.0003116,1.04,9675,3,0.75,,92698000.0,,93441656.0,,94240990.0,,,,1.0,3.0,0.03238,0.0,-3.0,28069.0,28069.0,inf,inf,,28069.0,28069.0,0.0,28069.0,28069.0,,,93460216.0,0.0,0.0,0.0,4,12,2821,2678,1.0,2678,1.0,2678,1.0,47,3719,0.5,2,0.25,8431,1.0,6420,0.5,1,36,0
592,4299,570,5,14,1,2,1,1175,1168,71,1200,4298,0,14,1,2,1,2749,2734,71,2820,6,1.0,726,43588,6171,1.0,471,1.0,5,0.8335,0.0,6,1,0.2,0,5,1,1,5,0.00081,0,6171,1,0.2,5,0.01061,0,471,1,0.2,0,1,199412898,1,1.0,1.332,5,4,0.8,1,1.0,1.332,1,1.0,1.332,5,4,0.8,5,4,0.8,3,0.0001942,0.673,16648,2,0.4,1,1.0,1.609,5,5,1.0,,120086560.0,,199061340.0,,199068510.0,,,,172738800.0,,5,0.0005026,0.0,9944,1,0.2,1,0.000607,1.055,7339,3,0.6,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,5,12,388,1,0.2,1,0.2,1,0.2,6,15452,0.6,1,0.2,9948,1.0,1647,0.2,28,36,0
593,4300,571,1,0,1,1,0,2,2,96,2,94,0,0,1,2,0,2,2,96,2,14011,1.0,1021,61317,6171,1.0,27,1.0,19,0.001356,0.0,14085,1,0.05264,10,19,7,7,19,0.003078,0,6171,1,0.05264,19,0.7036,0,27,1,0.05264,113707630,7,157231250,19,0.007095,0.0,2674,1,0.05264,19,0.007095,0.0,19,0.007095,0.0,2682,1,0.05264,2679,1,0.05264,7,0.001883,0.658,16648,2,0.1053,1,0.5,2.871,118,18,0.9473,,402121.0,,403523.0,,403898.0,,408069.0,157231250.0,31769772.0,,19,0.002254,0.0,8475,1,0.05264,6,0.001467,1.079,7339,3,0.1578,113707630.0,113202800.0,,113333410.0,,113389330.0,,113407900.0,113555096.0,0.0,10.0,0.0,,,,,,,,,,,,,,,113432696.0,0.0,0.0,0.0,19,17,117,2678,1.0,2678,1.0,2678,1.0,1,3719,0.3684,2,0.05264,8431,1.0,4092,0.3157,57,41,0
593,4301,571,1,0,1,2,0,2,2,96,2,94,0,0,1,2,0,2,2,96,2,14011,1.0,1028,61721,6171,1.0,27,1.0,19,0.001356,0.0,14085,1,0.05264,13,19,7,7,19,0.003078,0,6171,1,0.05264,19,0.7036,0,27,1,0.05264,114111528,7,156827352,19,0.007095,0.0,2674,1,0.05264,19,0.007095,0.0,19,0.007095,0.0,2682,1,0.05264,2679,1,0.05264,12,0.000777,0.658,16648,2,0.1053,1,1.0,2.871,118,18,0.9473,,752.0,,4171.0,,7506.0,,156827360.0,,39209944.0,,19,0.002254,0.0,8475,1,0.05264,6,0.001467,1.079,7339,3,0.1578,113953704.0,375.0,,1777.0,,403898.0,,113737304.0,113811800.0,0.0,10.0,0.0,,,,,,,,,,,,,,,56984810.0,0.0,0.0,0.0,19,17,521,2678,1.0,2678,1.0,2678,1.0,8,15452,0.6313,1,0.05264,8431,1.0,4092,0.3157,41,41,0
593,4302,571,0,0,1,2,0,2,2,96,2,94,0,0,1,2,0,2,2,96,2,14011,1.0,1028,61719,6171,1.0,27,1.0,19,0.001356,0.0,14085,1,0.05264,11,19,7,7,19,0.003078,0,6171,1,0.05264,19,0.7036,0,27,1,0.05264,114109751,7,156829129,19,0.007095,0.0,2674,1,0.05264,19,0.007095,0.0,19,0.007095,0.0,2682,1,0.05264,2679,1,0.05264,12,0.000777,0.658,16648,2,0.1053,1,1.0,2.871,118,18,0.9473,,1402.0,,1777.0,,2529.0,,9283.0,,3747.75,,19,0.002254,0.0,8475,1,0.05264,8,0.001492,1.079,7339,3,0.1578,114109740.0,402121.0,,113604920.0,,113735530.0,,113801720.0,113951930.0,0.0,10.0,0.0,,,,,,,,,,,,,,,94934330.0,0.0,0.0,0.0,19,17,519,2678,1.0,2678,1.0,2678,1.0,8,15452,0.6313,1,0.05264,8431,1.0,5364,0.4211,39,41,0
593,1412,571,2,0,1,2,0,2,2,96,2,94,0,0,1,2,0,2,2,96,2,14011,1.0,1028,61722,6171,1.0,27,1.0,19,0.001356,0.0,14085,1,0.05264,14,19,7,7,19,0.003078,0,6171,1,0.05264,19,0.7036,0,27,1,0.05264,114112280,7,156826600,19,0.007095,0.0,2674,1,0.05264,19,0.007095,0.0,19,0.007095,0.0,2682,1,0.05264,2679,1,0.05264,12,0.000777,0.658,16648,2,0.1053,1,0.5,2.871,118,18,0.9473,,3419.0,,6754.0,,156817280.0,,,,52275816.0,,19,0.002254,0.0,8475,1,0.05264,5,0.0007787,1.079,7339,3,0.1578,113894880.0,752.0,,1127.0,,2529.0,,113607450.0,113804250.0,0.0,10.0,0.0,,,,,,,,,,,,,,,56885164.0,0.0,0.0,0.0,19,17,522,2678,1.0,2678,1.0,2678,1.0,8,15452,0.6313,2,0.05264,8431,1.0,6420,0.2632,42,41,0
593,94,571,0,0,1,2,0,2,2,96,2,94,0,0,1,2,0,2,2,96,2,14011,1.0,1028,61725,6171,1.0,27,1.0,19,0.001356,0.0,14085,1,0.05264,15,19,7,7,19,0.003078,0,6171,1,0.05264,19,0.7036,0,27,1,0.05264,114115699,7,156823181,19,0.007095,0.0,2674,1,0.05264,19,0.007095,0.0,19,0.007095,0.0,2682,1,0.05264,2679,1,0.05264,12,0.000777,0.658,16648,2,0.1053,2,0.125,2.871,118,18,0.9473,,3335.0,,156813860.0,,156823180.0,,,,104546790.0,,19,0.002254,0.0,8475,1,0.05264,8,0.001492,1.079,7339,3,0.1578,113815970.0,3419.0,,4171.0,,4546.0,,408069.0,113797390.0,0.0,10.0,0.0,,,,,,,,,,,,,,,38005596.0,0.0,0.0,0.0,19,17,525,2678,1.0,2678,1.0,2678,1.0,8,15452,0.6313,16,0.1053,8431,1.0,5364,0.4211,45,41,0
593,94,571,0,0,1,2,0,2,2,96,2,94,0,0,1,2,0,2,2,96,2,14011,1.0,1028,61729,6171,1.0,27,1.0,19,0.001356,0.0,14085,1,0.05264,16,19,7,7,19,0.003078,0,6171,1,0.05264,19,0.7036,0,27,1,0.05264,114119034,7,156819846,19,0.007095,0.0,2674,1,0.05264,19,0.007095,0.0,19,0.007095,0.0,2682,1,0.05264,2679,1,0.05264,12,0.000777,0.658,16648,2,0.1053,2,0.125,2.871,118,18,0.9473,,156810530.0,,156819840.0,,,,,,156815180.0,,19,0.002254,0.0,8475,1,0.05264,8,0.001492,1.079,7339,3,0.1578,113811000.0,3335.0,,6754.0,,7506.0,,9283.0,113744810.0,0.0,10.0,0.0,,,,,,,,,,,,,,,37930450.0,0.0,0.0,0.0,19,17,529,2678,1.0,2678,1.0,2678,1.0,8,15452,0.6313,16,0.1053,8431,1.0,5364,0.4211,49,41,0
593,4306,571,2,0,1,2,0,2,2,96,2,94,0,0,1,2,0,2,2,96,2,14011,1.0,1028,61721,6171,1.0,27,1.0,19,0.001356,0.0,14085,1,0.05264,12,19,7,7,19,0.003078,0,6171,1,0.05264,19,0.7036,0,27,1,0.05264,114111153,7,156827727,19,0.007095,0.0,2674,1,0.05264,19,0.007095,0.0,19,0.007095,0.0,2682,1,0.05264,2679,1,0.05264,12,0.000777,0.658,16648,2,0.1053,1,1.0,2.871,118,18,0.9473,,375.0,,1127.0,,4546.0,,156818400.0,,39206110.0,,19,0.002254,0.0,8475,1,0.05264,5,0.0007787,1.079,7339,3,0.1578,113958616.0,1402.0,,403523.0,,113606320.0,,113792850.0,113893750.0,0.0,10.0,0.0,,,,,,,,,,,,,,,75942744.0,0.0,0.0,0.0,19,17,521,2678,1.0,2678,1.0,2678,1.0,8,15452,0.6313,1,0.05264,8431,1.0,6420,0.2632,41,41,0
594,4313,572,0,0,0,0,2,2,2,137,2,4330,2,0,0,2,2,2,2,137,2,14011,1.0,579,34764,3038,1.0,150,1.0,64,0.004566,0.0,14085,1,0.01563,18,64,10,10,64,0.02107,0,3038,1,0.01563,64,0.4268,0,150,1,0.01563,92704258,13,210608173,64,0.0239,0.0,2674,1,0.01563,64,0.0239,0.0,64,0.0239,0.0,2682,1,0.01563,2679,1,0.01563,14,0.01703,0.5254,16648,2,0.03125,1,1.0,4.137,64,63,0.9844,100449144.0,139766.0,175549200.0,307976.0,176569700.0,479934.0,,97316136.0,100396610.0,81401060.0,,64,0.0419,0.0,1527,1,0.01563,14,0.00261,1.797,9675,7,0.1094,91341830.0,195245.0,,237103.0,,271474.0,,576196.0,86425340.0,2.0,12.0,0.05017,357.5,-2.0,16299.0,15941.5,44.591609954833984,22.295804977416992,31.53,15941.5,15584.0,715.0,15762.75,16120.25,,505.58136,29841198.0,0.0,0.0,0.0,64,9,2364,2678,1.0,2678,1.0,2678,1.0,39,822,0.2188,1,0.01563,1527,1.0,5364,0.2188,24,33,0
594,3114,572,2,0,0,0,2,2,2,137,2,4330,2,0,0,2,2,2,2,137,2,14011,1.0,587,35244,3038,1.0,150,1.0,64,0.004566,0.0,14085,1,0.01563,21,64,10,10,64,0.02107,0,3038,1,0.01563,64,0.4268,0,150,1,0.01563,93184192,13,210128239,64,0.0239,0.0,2674,1,0.01563,64,0.0239,0.0,64,0.0239,0.0,2682,1,0.01563,2679,1,0.01563,14,0.01703,0.5254,16648,2,0.03125,1,0.3333,4.137,64,63,0.9844,174846930.0,96729540.0,175538980.0,96836200.0,176189680.0,98557790.0,,99916670.0,100117530.0,127341660.0,,64,0.0419,0.0,1527,1,0.01563,18,0.002804,1.797,9675,7,0.1094,86818860.0,171958.0,92574840.0,340168.0,,479934.0,,717037.0,1056130.0,2.0,12.0,0.05017,357.5,-2.0,16299.0,15941.5,44.591609954833984,22.295804977416992,31.53,15941.5,15584.0,715.0,15762.75,16120.25,,505.58136,26022704.0,0.0,0.0,0.0,64,9,2844,2678,1.0,2678,1.0,2678,1.0,47,822,0.2188,3,0.01563,1527,1.0,6420,0.2812,24,33,0
594,4318,572,5,0,0,2,2,2,2,137,2,4330,2,0,0,2,2,2,2,137,2,14011,1.0,569,34188,3038,1.0,150,1.0,64,0.004566,0.0,14085,1,0.01563,13,64,10,10,64,0.02107,0,3038,1,0.01563,64,0.4268,0,150,1,0.01563,92128062,13,211184369,64,0.0239,0.0,2674,1,0.01563,64,0.0239,0.0,64,0.0239,0.0,2682,1,0.01563,2679,1,0.01563,50,0.003237,0.5254,16648,2,0.03125,1,1.0,4.137,64,63,0.9844,97892340.0,41750.0,175957800.0,304722.0,176933940.0,339093.0,211184370.0,576196.0,1056130.0,73809590.0,,64,0.0419,0.0,1527,1,0.01563,8,0.004856,1.797,9675,7,0.1094,91357400.0,514453.0,,85762740.0,,85849144.0,,90765640.0,91193470.0,2.0,12.0,0.05017,357.5,-2.0,16299.0,15941.5,44.591609954833984,22.295804977416992,31.53,15941.5,15584.0,715.0,15762.75,16120.25,,505.58136,74240470.0,0.0,0.0,0.0,64,9,1788,2678,1.0,2678,1.0,2678,1.0,29,15452,0.7812,1,0.01563,1527,1.0,1647,0.125,48,33,0
594,4321,572,0,0,0,0,2,2,2,137,2,4330,2,0,0,2,2,2,2,137,2,14011,1.0,581,34904,3038,1.0,150,1.0,64,0.004566,0.0,14085,1,0.01563,19,64,10,10,64,0.02107,0,3038,1,0.01563,64,0.4268,0,150,1,0.01563,92844024,13,210468407,64,0.0239,0.0,2674,1,0.01563,64,0.0239,0.0,64,0.0239,0.0,2682,1,0.01563,2679,1,0.01563,14,0.01703,0.5254,16648,2,0.03125,1,1.0,4.137,64,63,0.9844,100457700.0,168210.0,175653870.0,340168.0,176495220.0,97069704.0,,98897960.0,100285470.0,93671040.0,,64,0.0419,0.0,1527,1,0.01563,14,0.00261,1.797,9675,7,0.1094,87229040.0,139766.0,,335011.0,,376869.0,,674212.0,86478696.0,2.0,12.0,0.05017,357.5,-2.0,16299.0,15941.5,44.591609954833984,22.295804977416992,31.53,15941.5,15584.0,715.0,15762.75,16120.25,,505.58136,29205598.0,0.0,0.0,0.0,64,9,2504,2678,1.0,2678,1.0,2678,1.0,41,822,0.2188,1,0.01563,1527,1.0,5364,0.2188,44,33,0
