label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,0.0,0.00932711525649567,0.0,0.0,0.22249291885211486,1.0,0.0,0.04081632653061224,0.09187620889748549,0.0,0.0,0.0,0.0,9,18,32,39,1,4,61,7,0,30,48,126,88,1,134,11,7,118,0,0,50,0,1,76,0,0
0,0.0,1.0,0.0007104795737122557,0.0,0.006177402219055334,0.02231718898385565,0.0033222591362126247,0.0,0.0009671179883945841,0.0,0.03125,0.0,0.0,0,23,31,36,1,0,20,1,1,86,19,16,106,1,153,55,4,80,5,1,128,0,8,12,16,17
1,0.0,0.05996002664890073,0.0017761989342806393,0.011494252873563218,0.0028856786371081714,0.002849002849002849,0.23255813953488372,0.12244897959183673,0.015473887814313346,0.0,0.3125,0.0,0.029411764705882353,11,24,159,4,1,4,25,7,1,57,77,7,62,2,75,85,8,34,5,1,43,0,0,80,18,48
1,0.0,0.0006662225183211193,0.002486678507992895,0.022988505747126436,0.005735877618842062,0.000949667616334283,1.0,0.061224489795918366,0.05222437137330754,0.0,0.46875,0.0,0.0196078431372549,16,56,37,141,1,3,58,1,1,5,139,123,93,1,111,109,8,11,42,2,119,0,0,57,12,81
0,0.0,0.00033311125916055963,0.002841918294849023,0.06896551724137931,0.00024638649565472773,0.057929724596391265,0.016611295681063124,0.6938775510204082,0.10348162475822051,0.0,0.09375,0.0,0.23529411764705882,9,73,0,0,1,4,115,8,1,43,142,0,104,7,118,0,8,83,0,0,0,5,0,0,0,0
0,0.0,0.00033311125916055963,0.0017761989342806393,0.06896551724137931,0.012735225187401568,0.044159544159544165,0.06312292358803986,0.14285714285714285,0.035783365570599614,0.0,0.03125,0.14285714285714285,0.06862745098039216,11,5,62,16,1,1,65,1,1,75,30,151,69,8,21,64,4,40,30,2,122,0,1,89,16,23
1,0.0,0.000999333777481679,0.00035523978685612787,0.12643678160919541,0.004176743874338944,0.03751187084520418,0.019933554817275746,0.04081632653061224,0.1102514506769826,0.0,0.09375,0.14285714285714285,0.10784313725490197,0,15,48,87,1,4,120,1,1,51,26,133,104,1,42,166,4,120,0,0,10,3,0,109,0,0
0,0.0,0.005996002664890074,0.0017761989342806393,0.08045977011494253,0.012394226277415423,0.0,0.0,0.8571428571428571,0.0009671179883945841,0.0,0.0,0.0,0.3431372549019608,9,37,0,0,1,4,178,1,1,29,157,0,114,1,149,0,8,104,0,0,0,0,0,0,0,0
0,0.0,0.000999333777481679,0.00817051509769094,0.22988505747126436,0.00029172161085519764,0.0,0.0,0.4081632653061224,0.019342359767891684,0.0,0.0,0.0,0.19607843137254902,11,5,86,144,5,0,17,1,1,30,17,4,20,2,148,146,5,40,1,2,18,0,0,39,18,84
0,0.0,0.006662225183211193,0.1900532859680284,0.08045977011494253,0.12214462690185734,0.0,0.0,0.14285714285714285,0.0019342359767891683,0.0,0.0,0.0,0.06862745098039216,0,51,20,75,1,4,182,1,0,123,66,78,139,2,26,127,8,99,5,1,61,0,4,100,16,52
0,0.0,0.00033311125916055963,0.04014209591474245,0.034482758620689655,0.005984235206462027,0.2730294396961064,0.006644518272425249,0.061224489795918366,0.20696324951644102,0.0,0.03125,0.0,0.029411764705882353,0,0,66,107,1,4,10,15,1,11,87,6,73,2,53,49,0,74,5,1,30,5,0,118,17,48
1,0.0,0.0006662225183211193,0.00035523978685612787,0.011494252873563218,0.0031675447881371797,0.005698005698005698,0.0033222591362126247,0.24489795918367346,0.014506769825918761,0.0,0.03125,0.0,0.11764705882352941,21,64,44,65,1,6,4,2,1,9,130,96,57,1,106,1,1,25,0,0,138,0,0,68,0,0
1,0.02702702702702703,0.00033311125916055963,0.0021314387211367673,0.034482758620689655,0.0,0.0,0.06312292358803986,0.061224489795918366,0.0029013539651837525,0.3333333333333333,0.28125,0.0,0.0,0,5,153,143,1,0,141,1,1,118,30,128,69,13,23,4,4,40,17,2,41,0,0,12,16,11
0,0.0,0.007661558960692871,0.0021314387211367673,0.25287356321839083,0.00040013166894327785,0.07264957264957266,0.26578073089701,0.36734693877551017,0.49129593810444877,0.0,0.34375,0.0,0.21568627450980393,0,84,84,41,5,4,27,1,1,96,110,67,63,1,121,75,4,7,18,1,123,0,0,10,16,49
0,0.02702702702702703,0.0,0.0,0.0,0.0002720106912028194,0.0,0.0033222591362126247,0.0,0.0,0.3333333333333333,0.03125,0.0,0.0,21,68,0,0,5,0,19,1,1,61,149,0,14,1,24,0,7,72,0,0,0,0,0,0,0,0
